countrynewwb;codewb;year;pop_adult;regionwb;incomegroup;group;group2;account;fiaccount;mobileaccount;borrow_money;dig_acc;saved fo old age;borrowed from fam and fri;envio remesa nacional;recibio_remesa_nacional;recibio_remesa_digital;recibio_transferencia_gobierno;recibio_pension_publica;retiro_dinero_cuenta;cuenta_inactiva;pagos_comercio_digital;ahorro_total
Peru;PER;2021;24463530;Latin America & Caribbean (excluding high income);Upper middle income;income;poorest 40%;45536394;44146099;0.066122733;338822958;NA;NA;224467925;0.107143765;0.174346676;0.060866159;247407528;NA;84450472;;0.088827204;19683618
United States;USA;2021;270549658;High income;High income;income;richest 60%;974216006;974216006;NA;85629999;NA;NA;119895597;NA;NA;NA;260846002;0.170220659;804479904;;NA;900023729
United States;USA;2021;270549658;High income;High income;income;poorest 40%;912456386;912456386;NA;619819362;NA;NA;27239994;NA;NA;NA;3568714;0.086245477;460445535;;NA;61507533
Uruguay;URY;2021;2725712;High income;High income;income;richest 60%;813431635;813431635;NA;59259962;NA;NA;136337191;NA;NA;NA;159752037;NA;484391304;;NA;47654144
Uruguay;URY;2021;2725712;High income;High income;income;poorest 40%;632294779;632294779;NA;505234778;NA;NA;235688865;NA;NA;NA;362282261;NA;185945494;;NA;230970365
Venezuela, RB;VEN;2021;20527738;Latin America & Caribbean (excluding high income);Upper middle income;income;richest 60%;885171338;879153622;0.332737342;46589512;NA;NA;369267452;0.335040322;0.420207312;0.305800443;17392217;0.163892329;209386332;;0.750993326;431981466
Venezuela, RB;VEN;2021;20527738;Latin America & Caribbean (excluding high income);Upper middle income;income;poorest 40%;782085438;782085438;0.258646901;400937415;NA;NA;316219449;0.156116683;0.331829675;0.241781556;219906977;0.20926946;14935656;;0.556051475;283992306
Argentina;ARG;2024;35433130;Latin America & Caribbean (excluding high income);Upper middle income;income;richest 60%;864417641;794774104;0.614011013;571563319;0.768146342;NA;218455598;0.240660241;0.207018173;0.154494908;108878452;NA;384532032;;0.666231357;547407451
Argentina;ARG;2024;35433130;Latin America & Caribbean (excluding high income);Upper middle income;income;poorest 40%;746649665;629851591;0.497144608;546208243;0.630086258;NA;285440006;0.13772226;0.161071468;0.105071266;186528887;NA;170389574;;0.505039197;379662654
Belize;BLZ;2024;300138;Latin America & Caribbean (excluding high income);Upper middle income;income;richest 60%;707706158;698438017;0.163027247;582313217;0.498027119;0.131949445;283119932;0.294636246;0.364369136;0.203575734;110840604;NA;152388876;;0.302650445;768222914
Belize;BLZ;2024;300138;Latin America & Caribbean (excluding high income);Upper middle income;income;poorest 40%;637647609;634956087;0.097119491;470543301;0.329325851;0.095428304;242990431;0.176044802;0.271741652;0.102828883;180504637;NA;144188059;;0.162444061;564735825
Bolivia;BOL;2024;8553476;Latin America & Caribbean (excluding high income);Lower middle income;income;richest 60%;64379584;611400744;0.249322022;496736179;0.407526576;NA;233194851;0.21932663;0.237789;0.151730804;103007637;NA;129140125;;0.262798586;5873384
Bolivia;BOL;2024;8553476;Latin America & Caribbean (excluding high income);Lower middle income;income;poorest 40%;455603934;420172894;0.125512139;457083173;0.231163098;NA;171305403;0.139325041;0.14962501;0.071670844;10752127;NA;89404877;;0.117942847;395928526
Brazil;BRA;2024;169047814;Latin America & Caribbean (excluding high income);Upper middle income;income;richest 60%;918922107;916769893;0.645588672;68015709;0.783520198;0.142200477;143536174;0.233453313;0.147209243;0.115379199;137192195;NA;537692724;;0.680689834;526284586
Brazil;BRA;2024;169047814;Latin America & Caribbean (excluding high income);Upper middle income;income;poorest 40%;780975447;763975153;0.485584217;56981386;0.595524165;0.039681885;173760855;0.172496712;0.154609966;0.121140488;292249737;NA;281481703;;0.482368036;37907376
Colombia;COL;2024;41544122;Latin America & Caribbean (excluding high income);Upper middle income;income;richest 60%;664939467;526464937;0.477208915;473878018;0.563220094;NA;216617972;0.223917292;0.211383745;0.138434985;90335754;NA;;;0.34144272;415623543
Colombia;COL;2024;41544122;Latin America & Caribbean (excluding high income);Upper middle income;income;poorest 40%;429248421;29494447;0.263005548;447022177;0.305470291;NA;159704509;0.109823632;0.175974126;0.08219947;153682364;NA;;;0.141053035;244161169
Costa Rica;CRI;2024;4118576;Latin America & Caribbean (excluding high income);Upper middle income;income;richest 60%;77035552;77035552;NA;370258379;0.65029194;0.186026191;161649542;0.202793998;0.246456624;0.179603948;;0.108484208;192146839;;0.564941414;583158748
Costa Rica;CRI;2024;4118576;Latin America & Caribbean (excluding high income);Upper middle income;income;poorest 40%;628158144;628158144;NA;387703621;0.463327823;0.020189285;171024521;0.121529587;0.165867102;0.101350262;;0.140497216;106555063;;0.333625545;407086543
Dominican Republic;DOM;2024;8281568;Latin America & Caribbean (excluding high income);Upper middle income;income;richest 60%;726289033;71181054;0.233989507;697969957;0.527579606;0.160578662;247402558;0.355082493;0.412090516;0.210560038;210913356;NA;29886812;;0.38517804;606766995
Dominican Republic;DOM;2024;8281568;Latin America & Caribbean (excluding high income);Upper middle income;income;poorest 40%;52950278;514069733;0.099059862;547194152;0.252243277;0.018694554;250324554;0.198352791;0.379047907;0.108107079;250522169;NA;8594084;;0.112231669;392497993
Ecuador;ECU;2024;13484219;Latin America & Caribbean (excluding high income);Upper middle income;income;richest 60%;698771073;695118194;0.135344164;488257377;0.485514483;NA;195429356;0.149591806;0.205547197;0.142429124;;NA;185229735;;0.2855993;449958721
Ecuador;ECU;2024;13484219;Latin America & Caribbean (excluding high income);Upper middle income;income;poorest 40%;564453859;555994841;0.04909266;466479778;0.231563824;NA;172330104;0.079074184;0.116601292;0.063248168;;NA;82142815;;0.091537375;235824083
El Salvador;SLV;2024;4718943;Latin America & Caribbean (excluding high income);Lower middle income;income;richest 60%;558448627;551753441;NA;433846761;0.302825329;NA;149939871;NA;0.196551234;NA;110583156;NA;;;NA;510646358
El Salvador;SLV;2024;4718943;Latin America & Caribbean (excluding high income);Lower middle income;income;poorest 40%;247330514;243855225;NA;296280514;0.078152527;NA;100887305;NA;0.15783134;NA;122668316;NA;;;NA;246128828
Guatemala;GTM;2024;12299923;Latin America & Caribbean (excluding high income);Upper middle income;income;richest 60%;448814148;438159966;NA;439747384;0.175095971;NA;181532545;0.134948018;0.172409916;NA;;NA;;;NA;436810219
Guatemala;GTM;2024;12299923;Latin America & Caribbean (excluding high income);Upper middle income;income;poorest 40%;283362046;280606332;NA;371491358;0.06714959;NA;110766893;0.05383539;0.091597629;NA;;NA;;;NA;194059802
Honduras;HND;2024;7345357;Latin America & Caribbean (excluding high income);Lower middle income;income;richest 60%;482404991;455967211;0.115911306;505643468;0.256645668;NA;217528502;0.173800429;0.252013314;0.124197594;;NA;;;NA;469126195
Honduras;HND;2024;7345357;Latin America & Caribbean (excluding high income);Lower middle income;income;poorest 40%;337073036;297446057;0.098316783;476581823;0.186965713;NA;169981033;0.079842566;0.192731178;0.09028549;;NA;;;NA;326934547
Mexico;MEX;2024;97411242;Latin America & Caribbean (excluding high income);Upper middle income;income;richest 60%;619710694;610627057;0.141202486;458241262;0.43830608;NA;196855123;0.152897073;0.163215188;NA;110848346;NA;189350048;;0.350366789;556134755
Mexico;MEX;2024;97411242;Latin America & Caribbean (excluding high income);Upper middle income;income;poorest 40%;396044369;393601107;0.049052016;350845467;0.202795048;NA;131804688;0.067697165;0.108889379;NA;15379441;NA;69935541;;0.123035011;374177002
Nicaragua;NIC;2024;4830854;Latin America & Caribbean (excluding high income);Lower middle income;income;richest 60%;260566215;240884851;NA;435294978;0.17770702;NA;178375775;0.152107242;0.179204724;NA;;NA;;;NA;414278584
Nicaragua;NIC;2024;4830854;Latin America & Caribbean (excluding high income);Lower middle income;income;poorest 40%;195936528;176325775;NA;433780026;0.098037327;NA;173850153;0.080099104;0.133027499;NA;;NA;;;NA;325982442
Panama;PAN;2024;3331755;High income;High income;income;richest 60%;765155782;740074665;0.502039899;533418728;0.62759359;NA;267814495;0.276181579;0.244212255;0.156391196;;NA;171338789;;0.499126064;591245337
Panama;PAN;2024;3331755;High income;High income;income;poorest 40%;454815776;411766446;0.198439433;382503982;0.284061087;NA;163866227;0.133376673;0.21041118;0.0893113;;NA;61050592;;0.157484702;339474732
Paraguay;PRY;2024;4874331;Latin America & Caribbean (excluding high income);Upper middle income;income;richest 60%;681355834;534994885;0.412431531;580907266;0.552463302;NA;260964496;0.334250966;0.299906874;0.220599984;;NA;;;0.341291067;483255875
Paraguay;PRY;2024;4874331;Latin America & Caribbean (excluding high income);Upper middle income;income;poorest 40%;500776335;336069125;0.279982282;498787776;0.352759501;NA;182665899;0.166166717;0.225921724;0.155411298;;NA;;;0.136948923;212535878
Peru;PER;2024;25601447;Latin America & Caribbean (excluding high income);Upper middle income;income;richest 60%;690577749;592945296;0.540667372;544563693;0.602507858;NA;225091828;0.252752078;0.248640459;0.157776131;;NA;180720924;;0.440187594;540194222
Peru;PER;2024;25601447;Latin America & Caribbean (excluding high income);Upper middle income;income;poorest 40%;446241136;355572156;0.250673147;366165693;0.294106809;NA;182307379;0.122024044;0.161652142;0.054254435;;NA;44786738;;0.156972707;288820822
Venezuela, RB;VEN;2024;20899114;Latin America & Caribbean (excluding high income);Upper middle income;income;richest 60%;892479408;88172454;0.40487902;672270521;0.860486504;NA;288916039;0.364906128;0.403495426;0.312023597;218613571;0.226481011;180884924;;0.793538484;616156267
Venezuela, RB;VEN;2024;20899114;Latin America & Caribbean (excluding high income);Upper middle income;income;poorest 40%;844291999;836816758;0.236346634;543524641;0.739130564;NA;2076227;0.191658276;0.289898838;0.171062993;212250597;0.196764303;131143609;;0.598838288;376250281
Argentina;ARG;2014;31872846;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;age 25+;575038218;575038218;NA;388098256;NA;NA;;NA;NA;NA;142898985;NA;317731128;;NA;219498115
Argentina;ARG;2014;31872846;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;ages 15-24;244910062;244910062;NA;157411804;NA;NA;;NA;NA;NA;15561108;NA;82898376;;NA;273255324
Belize;BLZ;2014;228016;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;age 25+;522035874;522035874;NA;571704857;NA;NA;303693545;NA;NA;NA;140567964;NA;104599682;;NA;60375101
Belize;BLZ;2014;228016;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;ages 15-24;393257977;393257977;NA;507208938;NA;NA;342141023;NA;NA;NA;125386841;NA;112891434;;NA;575795846
Bolivia;BOL;2014;7120716;Latin America & Caribbean (excluding high income);Lower middle income;age_cat;age 25+;460816557;448827401;NA;421246136;NA;NA;134235599;NA;NA;NA;219165397;NA;;;NA;635086385
Bolivia;BOL;2014;7120716;Latin America & Caribbean (excluding high income);Lower middle income;age_cat;ages 15-24;313552852;305447815;NA;24701426;NA;NA;12571107;NA;NA;NA;153490707;NA;;;NA;667384396
Brazil;BRA;2014;152293155;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;age 25+;730215754;730215754;NA;431262208;NA;NA;;NA;NA;NA;173096026;NA;342917956;;NA;28132209
Brazil;BRA;2014;152293155;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;ages 15-24;525523791;525523791;NA;312054405;NA;NA;;NA;NA;NA;77273315;NA;249234418;;NA;27463902
Canada;CAN;2014;29372810;High income;High income;age_cat;age 25+;993902052;993902052;NA;856928104;NA;NA;13043965;NA;NA;NA;339697666;NA;819278017;;NA;815915949
Canada;CAN;2014;29372810;High income;High income;age_cat;ages 15-24;974011621;974011621;NA;811270378;NA;NA;40985342;NA;NA;NA;431295239;NA;482770317;;NA;858770763
Chile;CHL;2014;14064832;High income;High income;age_cat;age 25+;634541465;633937533;NA;441329594;NA;NA;;NA;NA;NA;180216103;NA;318229124;;NA;352211686
Chile;CHL;2014;14064832;High income;High income;age_cat;ages 15-24;624931538;624931538;NA;227545755;NA;NA;;NA;NA;NA;205123197;NA;134508972;;NA;388055767
Colombia;COL;2014;34309704;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;age 25+;424290359;417172173;NA;469795817;NA;NA;158154357;NA;NA;NA;;NA;157398054;;NA;416055484
Colombia;COL;2014;34309704;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;ages 15-24;284328532;279909154;NA;313013815;NA;NA;160480254;NA;NA;NA;;NA;747987;;NA;50818567
Costa Rica;CRI;2014;3611461;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;age 25+;655434769;655434769;NA;436347525;NA;NA;128286421;NA;NA;NA;;NA;15680245;;NA;554754273
Costa Rica;CRI;2014;3611461;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;ages 15-24;615990341;615990341;NA;457332096;NA;NA;188234907;NA;NA;NA;;NA;10939094;;NA;709528616
Dominican Republic;DOM;2014;7152325;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;age 25+;603077051;602576952;NA;590557111;NA;NA;19426678;NA;NA;NA;150577241;NA;134640209;;NA;551922427
Dominican Republic;DOM;2014;7152325;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;ages 15-24;379843985;377383867;NA;475845302;NA;NA;292389778;NA;NA;NA;60037862;NA;41683873;;NA;626099767
Ecuador;ECU;2014;11054660;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;age 25+;508589381;508589381;NA;291029893;NA;NA;;NA;NA;NA;;NA;;;NA;346231139
Ecuador;ECU;2014;11054660;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;ages 15-24;335038135;335038135;NA;161559835;NA;NA;;NA;NA;NA;;NA;;;NA;25141759
El Salvador;SLV;2014;4304307;Latin America & Caribbean (excluding high income);Lower middle income;age_cat;age 25+;390754443;371699204;NA;499602272;NA;NA;113926134;NA;NA;NA;186928085;NA;;;NA;540653698
El Salvador;SLV;2014;4304307;Latin America & Caribbean (excluding high income);Lower middle income;age_cat;ages 15-24;305089896;279508441;NA;343412571;NA;NA;149227039;NA;NA;NA;11797757;NA;;;NA;667025688
Guatemala;GTM;2014;9616393;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;age 25+;437429222;431959709;NA;451499657;NA;NA;185776353;NA;NA;NA;;NA;;;NA;511290927
Guatemala;GTM;2014;9616393;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;ages 15-24;368534565;362617823;NA;453174099;NA;NA;213441017;NA;NA;NA;;NA;;;NA;64415114
Haiti;HTI;2014;6636287;Latin America & Caribbean (excluding high income);Lower middle income;age_cat;age 25+;211622613;201210086;NA;488328838;NA;NA;287619696;NA;NA;NA;;NA;;;NA;48202271
Haiti;HTI;2014;6636287;Latin America & Caribbean (excluding high income);Lower middle income;age_cat;ages 15-24;146713693;127247056;NA;455205547;NA;NA;238005711;NA;NA;NA;;NA;;;NA;386911831
Honduras;HND;2014;5672647;Latin America & Caribbean (excluding high income);Lower middle income;age_cat;age 25+;336726448;323545869;NA;478937589;NA;NA;199941432;NA;NA;NA;;NA;;;NA;377914937
Honduras;HND;2014;5672647;Latin America & Caribbean (excluding high income);Lower middle income;age_cat;ages 15-24;271924968;255049918;NA;33661003;NA;NA;149764271;NA;NA;NA;;NA;;;NA;433924332
Jamaica;JAM;2014;2096466;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;age 25+;800218129;798751217;NA;469921152;NA;NA;2488492;NA;NA;NA;119127881;NA;141917389;133854182;NA;711224852
Jamaica;JAM;2014;2096466;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;ages 15-24;733630878;733630878;NA;557186364;NA;NA;449118709;NA;NA;NA;100053226;NA;124422482;124519692;NA;845440352
Mexico;MEX;2014;84399247;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;age 25+;416840807;415664466;NA;548571214;NA;NA;259327606;NA;NA;NA;197718923;NA;188838944;;NA;606774707
Mexico;MEX;2014;84399247;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;ages 15-24;320600604;30701741;NA;479418193;NA;NA;263066904;NA;NA;NA;132885113;NA;14894532;;NA;519913341
Nicaragua;NIC;2014;4012287;Latin America & Caribbean (excluding high income);Lower middle income;age_cat;age 25+;234121493;230945879;NA;452251878;NA;NA;154062275;NA;NA;NA;;NA;;;NA;471651248
Nicaragua;NIC;2014;4012287;Latin America & Caribbean (excluding high income);Lower middle income;age_cat;ages 15-24;111357122;99959955;NA;386245592;NA;NA;195009515;NA;NA;NA;;NA;;;NA;601254877
